"","id","review"
"157","rn405446451","I have always enjoyed this hotel and find it to be clean, safe, and very nice; however, on this trip the Housekeeping left something to be desired. After my first night the room wasn't services at all, in part because I was there during the afternoon. After my second night, I asked the staff to service the room when I..."
"158","rn404995062","I don't file negative reviews, but the past 24 hours have been challenging. We checked in last night and our keys did not work in the elevator. Got new keys and made it to our room. Two queen beds instead of a king (well, OK.....) and our concierge room is accessed through different elevator bank (10 floors below) than the..."
"159","rn404500663","Stayed here 4 nights while attending a weeklong conference. The meeting rooms were spacious, common areas were adequate for our group, the catered lunch was good.
The hotel room was spacious and clean. Beds were comfortable with plenty of fluffy pillows. Shampoo, conditioner, body wash, lotion and mouthwash were provided along with a hair dryer."
"160","rn404474261","The JW Marriott is a very nice hotel. Front desk personnel are very helpful. The rooms are nice. Good sized, comfortable bedding. Great view from the 22nd floor. Food is very good.
Fitness center, pool, and spa are well-equipped.
Maid service could use improvement. I don't think my room was vacuumed during my stay. Failed to empty the ice container..."
"161","rn404179557","Stay here for 4 nights for a conference. Self park is convenient and a little pricey at $28 a night, but a bargain compared to the $45 a night valet. Check in was super efficient and pleasant until I found out they put a nearly $1K hold on my card that was supposed to be for incidental expenses only. Not..."
"162","rn403899941","My brother and I stayed there because it is attached to the convention center with walkways out of the weather. We were there for the Antiques Road Show and had a great time. Price was reasonable for the location."
"163","rn403858073","I recently had the oppritunity to visit this hotel and it is beautiful on the inside. The rooms are nice but the conference rooms is what I was here for. They were set up nice and are very spacious. Would definately do business here again."
"164","rn403846591","The location for a game cannot be beat. Also great for the convention center with indoor walkways. The beds and pillows are typical Marriott - excellent. It is newer so everything was in good working order and clean. The front desk staff was on point and even if we were waiting there was someone who came over to assure us..."
"165","rn403815283","I recently had teh pleasure of staying at the JW Marriot in Indianapolis for a major conference and was skeptical about my stay because oftentimes the quality of a hotel diminishes in proportion to the amount of guests/conferences they are hosting. Not this hotel. The level of excellence delivered by JW Marriot was exceptional, especially considering that a major conference..."
"166","rn403734275","I stayed at the JW a few times, and both times I was traveling for business. This is a very large hotel with larger than average rooms, plus multiple onsite dining options.
Pros:
- Clean, modern, great facility
- Onsite sports bar + italian restaurant
- State of the art gym - with a ton of treadmills
- Spa (I..."
"167","rn403681710","We came in for the Gideons International Convention and was well pleased . The 40 a day to self park was very high and the breakfast buffet was not worth the 20 . But our room was nice and clean and the staff was very professional and nice . I would recommend this place"
"168","rn402974499","This centrally located facility has large room, good room service, bright, WiFi available, security access to rooms and conference suites. Accommodating staff and great, fresh and reportedly local food only add to the qualities of this site. Cover walkway protect from occasional summer storms of the Midwest as one walks across wide city boulevards to shopping and sporting events nearby."
"169","rn401503953","Excellent concierge and gym. 2nd floor connected to ped. tunnels leading all over town. Views are beautiful. Feels brand new. Service is very prompt and ""happy"".
On my off afternoon I rented a temp-bike and followed the canal adjacent to the west side of bldg. this town is hyper clean."
"170","rn400923248","My dad and I stayed for one night in Indy before heading up to Arcadia and really enjoyed our stay. We were greeted very nicely and got checked in with ease. This hotel looks awesome. There is car valet, but it is pretty expensive and if you don't want to pay that much, there is a parking garage across the..."
"171","rn400784551","To start we chose this hotel because it was closest to military park 6 min walk, which we were attending a craft beer festival. We found the JW Marriott to be very nice , clean and comfortable. Our check in was prompted, their representative was polite and professional. We paid for room in advance $218 and over night parking $40...."
"172","rn399956750","We stayed here one night for our 5-year anniversary. When we checked in, I asked the front desk staff member if they do anything for guests for special occasions and she said yes. After we returned from, there was a bottle of wine, cheese and some chocolate and voucher for a complimentary brunch the next morning in our room. Definitely..."
"173","rn399719602","I recently stayed at the JW Marriott for a conference and I was very impressed from the minute I walked through the door. It was a very busy hotel with multiple groups staying at the hotel, yet you wouldn't have known you were not the only one staying there. I was greeted the moment I walked in and I was..."
"174","rn399624802","My wife and 2 boys (10 & 7) stayed here for two nights. The room was clean and comfortable. Our room had a great view of Victory Field and my kids loved it. The hotel is in a great location, with lots of restaurants close. The staff was exceptionally friendly. Overnight parking is $45, seemed a bit high but maybe..."
"175","rn399590231","I stayed at the JW Marriott for a national conference...this all-glass, curved hotel is beautiful and right downtown...
Check-in was easy and fairly quick...I was upgraded to the Concierge Level...the room was very nice...the bed was comfortable and the a/c worked great so I was able to get the room to a very cold temperature...there were wall-attached lamps on both..."
"176","rn399207438","The 2016 International Gideon's Pastor's Banquet met at the JW Marriott Hotel on the third floor in a large dining hall and the overflow met in two more rooms on the second floor. There were over 3,000 attendees. The tables were set elegantly and the servers were in full force. Salads and desserts were already on the tables. After the..."
"177","rn398466308","I stayed at the JW Marriott Indianapolis recently while attending a meeting at the NCAA. Great location being across the street from the NCAA, White River State Park and Victory Field. There are plenty of attractions and restaurants within walking distance as well as onsite parking. Excellent place for the business traveler and if prices are a bit much for..."
"178","rn397954906","This was one of the best hotels I have ever stayed in. It was clean, efficient and staff very helpful and friendly. Really good food. We were here for a conference and the hotel did a fantastic job with everything
Loved the beds"
"179","rn397418229","I stayed in a king room on the 28th floor. I noticed that the king rooms did not have a refrigerator, but the rooms with two beds did. What I didn't like is that I have charge for USA Today on my credit card statement. The statement that I received didn't show a charge for it, but it was charged..."
"180","rn397401872","This was a very nice stay, the staff was top notch. We were within walking distance to downtown, and we felt very safe at all times. As a side note they have the faster elevator system we have ever used, they are able to move hundreds of people very quickly. They have a very courteous and helpful staff from the..."
"181","rn397114260","The staff went out of their way to make sure we had everything we needed. The room was 10/10 clean and had too amenities to list. The fact they had a starbucks on site and fast valet parking made this my go to when staying in downtown Indy."
"182","rn396757393","Loved this property. The Customer Service was great, rooms are clean and everything you need is on grounds. Nice, large well equipped fitness center. Centrally located with a sky bridge that connects to a mall."
"183","rn395907019","We had the pleasure of staying at this hotel over the 4th of July. The room was very clean and nice, which is always good, but the staff was like nothing we have ever experienced anywhere. Way too many examples to share, but the courtesy, respect, and above and beyond small things from the staff left us blown away! Thank..."
"184","rn395876637","I was on the 27th floor overlooking the river. The view was beautiful, especially at night. The bed was the most comfortable hotel bed I have ever slept in. The room was immaculate and did not have a typical hotel room odor.
I would definitely stay again - and I am typically very critical of hotels."
"185","rn395311940","Stayed at this hotel from September 26 to October 2, 2015.
Service and facility is excellent, location is also great, there is a park nearby where one can enjoy a quite afternoon. it is also close to the Lucas Oil Stadium, so if you are visiting to watch a game, it is a place to stay in."
"186","rn395132979","The JW Marriott modern building dominates the Indy skyline and was a welcome relief after staying at a series of outdated Marriotts. It's new, clean and centrally located. There a Starbucks in the 2nd floor level which is always great. When I checked in, the toilet in the room was running and had toilet paper floating in it which was..."
"187","rn394989703","Excellent and prompt service. Cleaning crew was great. Atmosphere 5 star. Conveniently located. Beautiful scenery overlooking the heart of the city. We were in walking distance of the Indianapolis Stadium's, football and basketball. The night time venue's are all within reach whether you are strolling or driving you can get there in ample time. Also the paddle boat ride through..."
"188","rn394796471","The location is great, wonderful views of the city and the Indian's ballpark next door, plus very close to Lucas Oil stadium where the Colts play. Was there on business and the conference rooms are nice. Like many high priced hotels, nothing is included unless you are part of a special conference pricing, etc. For an average person getting a..."
"189","rn394754614","Front Desk: professional yet friendly
Lobby: bit small compare to some of the other JW Marriott properties
Elevators: fast and smooth....nothing more aggrevating than slow elevators
Hallways: very clean
Room: 705 - awesome view of the state capital and downtown
2 queenbeds and a very good size room that was very comfortable
decent size bathroom
Food: fantastic
What else do..."
"190","rn394688274","We booked a weeks stay for a convention. The first day was at their ""regular rate"" and the rest at the convention rate. We used our debit card to hold the room only to find out when you check in they put a hold on the entire amount of your stay plus $40.00 per day for ""incidentals"". Without being informed..."
"191","rn394669872","Top notch. This location provided the perfect setting for the conference. The rooms were very comfortable and conducive to feeling as well rested and as good as one can feel when away from home. The meeting rooms were also well suited to creating a great learning atmosphere and the meal provided, even in a large group situation, were excellent. All..."
"192","rn394380576","I always have a great stay at the Indy JW Marriott. The staff, venue, and amenities make it the best place to stay while visiting Indianapolis. The bar makes great drinks and I haven't had a bad meal while visiting there. The rooms are comfortable and very modern."
"193","rn394255735","We stay at this hotel frequently due to the location and the Marriott connection. HOWEVER, each time we stay, our experience is less impressive. The last visit would certainly place the service at the lowest level yet!! The employees are unhappy, arguing with one another and the customers which results in the feeling of ""why am I here?"". The view..."
"194","rn394102657","Stayed here for a work conference but I would definitely come back for a leisure stay. Great location, walking distance to restaurants. No need to walk if you don't want to though. This hotel has 2 great restaurants plus a very nice lobby bar. Parking is $30/night."
"195","rn393647289","...Until I was about to leave. First, let me say, the experience was truly amazing. The mobile check-in was handy; very quick from getting the key to arriving at a fantastic room. Everything was clean and well maintained. I had a beautiful view from the 22nd floor. The staff was fabulous and very helpful, except for one person – and that..."
"196","rn393344022","I am a Platinum member of Marriott Rewards, Previously I was a Platinum Premier. I had the least recognition here of any hotel I have stayed at, they supposedly upgraded 4 times but still just a plain room, that took almost 1.5 hours of my time. in-spite of my request when I made the reservation and told them I was..."
"197","rn393246928","I stayed at the hotel for a work related conference; the check in process was effortless and the staff was very warm & welcoming. I truly enjoyed my stay. The hotel is huge- you could easily become lost navigating the various conference rooms, but the staff is friendly enough to offer a smile & directions (when you look lost or..."
"198","rn393165320","The hotel is beautiful. Very upscale Marriott. Great neighborhood -- walk to a fun entertainment and dining district. Beds, sheets, and towels are all fantastic. The room is very nice. But come on. Seriously? $45 for parking? In Indiana?"
"199","rn392519172","This was a business conference and an excellent choice for my stay. Others in my party stayed at a different brand hotel, and not nearly as comfortable. The rooms were exceptionally clean, updated, luxurious bathrooms and clean. Hotel staff were excellent and very helpful."
"200","rn392338733","Nice hotel nice rooms, I stayed in a room at the end of the building and the view was amazing. I would love to stay in this room every time I stay at this hotel. The bar restaurant is actually pretty awful, lot of greasy food that is not very good at all. The main restaurant has limited hours food..."
"201","rn392199138","I don't expect personalized service at a large hotel chain, but I was treated like royalty on my visit to JW Marriott in downtown Indianapolis. From check-in staff to concierge to housekeeping, personalized and friendly service was the norm. The hotel is within walking district of parks, museums, restaurants and cultural venues. Restaurants are lively and serve excellent food. Meals..."
"202","rn391737515","Stayed here one night for a friend's wedding. Love that they have more than one bar, one of which is a bit more intimate. Staff friendly and accommodating. Rooms nice, but I'm partial to Marriott anyway. Fairly new hotel, plenty of parking and attractions close by."
"203","rn391460518","Enjoyed my stay. The JW is a great hotel close to shopping and restaurants and the staff was fantastic!! When I am in Indy I will definately stay at this hotel. Nice restaurants, full service gym and attached to the convention center. Great location!"
"204","rn391164512","Stayed at the J.W. for a convention. The staff was extremely friendly and helpful. They seemed to go out of their way to be available for any need. I requested a corner room and was accommodated with no problem. The room had a beautiful view of White River Park and of the downtown area having windows on 2 sides. The..."
"205","rn390872566","The room, bed, linens, bathroom, food, lobby, and parking was all very accommodating at this hotel. My one ""wish"" is that the pool was outdoors. It was VERY warm outside during our visit in June and enjoying the sunshine pool side would have been ideal. We sat by the indoor pool and hot tub and it was quite loud in..."
"206","rn390807045","Stayed there as a result of my flight being cancelled and I am so glad we stayed. Room is well appointed with a beautiful view of the canal. Lobby restaurant had great appetizers (bartender recommended the bacon tasting and boy was it worth it) and craft cocktails. Also tried the Italian restaurant and it was pretty good, too. What clinched..."
"207","rn390744589","We stayed at the JW Marriott for a week. All of the hotel employees that we met were friendly and helpful. The hotel was modern, immaculate, and well appointed as was our room. After mentioning a special occasion that we were celebrating, the hotel staff had balloons and candy sent to our room. The thoughtfulness we experienced from the moment..."
"208","rn390702787","Secure building with key access to floors in the elevator. Large modern upscale room, super modern and sparkling clean bathroom. I had a city view, and it was very nice. Others had a park and lake view, also very nice. Use the outstanding fitness center or run outside down to river. Ate at High Velocity numerous times and it was..."
"209","rn389787403","Stayed here several nights for a volleyball tournament. Room price was ridiculous and so was the parking; $40 per night, self park!!! Hotel had nothing to offer. No free wifi, no breakfast. The walls are thin, so we could hear our neighbors often, and the room we stayed in faced the street and there was a ton of noise.
The..."
"210","rn389689203","The JW Marriott was in an excellent location in the city. The conference rooms were very spacious and accommodating. The staff was very attentive and helpful. All must see locations nearby with a good array of restaurants nearby. The best views were from your own room."
"211","rn389072740","Wonderful rooms, nice restaurants on premise, friendly atmosphere at bar, perfect location to Lucas Oil Stadium, Victory Field, State museums, and zoo. Only issue was the temperature in the room. I could not get it cold enough. The conference rooms were cool and perfect for my taste."
"212","rn388998321","Stayed two nights for a conference. Greeted immediately upon entering the hotel. Check in was easy, had a great view of the area, food and beverages were good and hotel was in very good shape. Would stay there again on another visit to Indianapolis."
"213","rn388867546","From the moment you walk in this hotel you know this is a very well run hotel. They had greeters come and meet people in the check in line to assess their need to speed the process. I had a problem with my reservation which was quickly resolved. Both restaurants and the downstairs bar are great. The workout facility is..."
"214","rn388782294","Lovely stay in Indianapolis! Beautiful views from floor to ceiling windows. Had a problem with the room temperature. Brought it to the attention of the Manager, Matt Swisher who took excellent care of the situation immediately. The restaurant, Osteria on the first floor has the most incredible food ever. Don't miss the Salmon-which is the best. Ironic that the best..."
"215","rn388575177","Stayed here for six days on business when I went to check in they didn't have my reservation. I had to produce my email confirmation to secure my room which was for a King bed. Sorry no King bed just Queen. My wife was going to join me 3 days latter so ok I can handle that with the assurance..."
"216","rn388180423","Great property nestled in downtown Indianapolis, Across the street from great sites including the minor league affiliate of Cleveland Indians. The property is relatively new, and updated. JW never disappoints and Indy provided a beautiful evening on this first ever trip to downtown. Fantastic views from 33 floor. Stay even for view of river odd for downtown."
"217","rn387732083","This is very nice Hotel. You can feel the quality the best part is that you can walk to all the attractions. Zoo, Museum ,downtown, canal and convention center is with in walking distance. I Truly enjoyed my stay"
"218","rn387580156","It's nice that hotels are good to government employees! I paid less than it would've cost me for Holiday Inn and they gave me a corner room with a beautiful view of the downtown area. Walking distance to the zoo.3 blocks from the circle mall, two museums located across the street. I went with my 5 and 8 year old..."
"219","rn387016832","We stayed here after our Valentines Day dinner. The hotel was beautiful and the beds were very comfortable. The rooms were spacious. We enjoyed our Valentine's Day and appreciates the mildly affordable rate. However my husband put some rose petals on the bed and we were charged $50 for the cleanup. They were silk rose petals so they could've easily..."
"220","rn387014316","I stayed at the JW Marriott for a conference in July 2016, and I was not impressed with the JW Marriott. As some other reviewers have noted, the parking prices are very high at $40/night. Internet is also $14.95 for regular internet and $17.95 for high speed per day. I was surprised that a higher-end hotel would charge so much..."
"221","rn386729533","Went to Indy to explore the city and facilities for a convention. Was treated to an executive suite by the JW Marriott. Lovely room with panoramic view. The rooms were clean and very comfortable. Bed was a treat. Sitting room came with coffee maker and refrigerator.
Room included access to concierge floor for a fine breakfast in the morning and..."
"222","rn386650730","The JW is a nice hotel with good amenities. However, both restaurants within the hotel as well as room service are highly expensive. The average per person price at each restaurant is $25 minimally. Parking will also cost quite a bit of money. If you're planning to stay here, make sure you save up!"
"223","rn386272793","I lay here in my bed at 11:10pm writing this review out of pure incredulous fury. It is a Sunday night, and I have to be up at 5:30am tomorrow morning. I was looking forward to a good night's sleep in my $450/night room. However, Indianapolis seems to think that it is New York City and a full-scale, beat-thumping rock..."
"224","rn385680479","The pillows need up grading. For such an expensive hotel the breakfast should be free. The charge for parking is exorbitant at $40/night. the hotel is high priced, but excellent. Maid service to clean and straighten the room doesn't come around until 5 in the afternoon or a bit earlier if you complain."
"225","rn385666890","My husband and I had the pleasure of traveling here for an event. The Guest Service Agents were attentive and competent. The room was spacious and perfectly prepared- proof the housekeeping staff knew their jobs. We absolutely loved the room service menu. Made our stay extra special. The check out process was easy and quick. Overall, we thoroughly enjoyed ourselves...."
"226","rn385414281","The JW Indy is one of the nicest hotels I have stayed at...period. Great rooms and hotel amenities. Staff exceeded expectations. Convenient to downtown convention center, Lucas Oil Stadium, shopping, restaurants, etc. The number of hotels I will stay at on future trips to Indy has been reduced to 1."
"227","rn385315883","We chose this hotel as one of those in which to reserve a block of rooms for our daughter's wedding party and guests. The staff (Renee and Catharine) went out of their way to handle every question and need prior to the event and desk staff want above and beyond to meet the needs of our guests and distribute guest..."
"228","rn385267583","Having stayed at the Marriott, Westin and Hyatt in downtown Indy over the years, I was stunned by the JW Marriott. What a fantastic property! From the rooms to the restaurants, this is easily the top place to stay in Indy. I loved the fact that it was an easy walk to the convention center, state capitol and downtown shopping...."
"229","rn384635615","The JW Marriott is clean and well furnished and good front desk attendants. Arrival handling needs attention as well as the valet parking. For $45 a day, you would expect excellent service but don't count on it. They say call 10 minutes before you need your car but that's a joke. You'd better call 2 or 3 times if you're..."
"230","rn384037118","We stayed two nights in a king bed room, room 2636, for a convention.
Arrival was easy. We pulled up to the front door and wanted to self-park. Someone immediately directed us into the mysterious underground parking garage. Self-parking on-site is $40.00/day in/out privileges and valet parking is $45.00/day. This is rather expensive. There are other garages that are cheaper..."
"231","rn383500121","Very bustling place. When we arrived the lobby was packed but we were taken care of quickly. The rooms are modern and gorgeous. The hotel has a great bar in the middle of the first floor lobby that makes it easy to connect with fellow lodgers, but it does get noisy. The Italian restaurant is also great for a nice..."
"232","rn382964592","The JW Marriott is across the street from the Indianapolis Convention Center, and is connected by skywalk. It is an upscale hotel. The staff was great. The Executive Lounge breakfasts were adequate. Their hors d'oeuvres and deserts were tasty."
"233","rn382027961","Very pleased with our stay here. The room was spacious and very clean. We stayed to attend a Nike National Volleyball Qualifier and the access to the center via the sky bridge was perfect during a very cold March weekend. Despite the large number of guests and other events taking place at the hotel, the service was very good and..."
"234","rn382007893","This is a fabulous charming hotel. We checked in at a very busy time but valet was quick. A front desk staff person also met us as we were coming in and took us right up to the counter to check in. We literally were headed to the room about 5 minutes from the time we drove up. I liked..."
"235","rn381341575","There were a lot of people checking in and out when we got there, but the lines moved very quickly. Rooms were really nice and modern with great views! We had breakfast at the hotel and it was amazing!!! I will for sure stay again!"
"236","rn381011934","Very new hotel which is in a prime location near all the museums, the NCAA hall of fame, and across the street from AAA baseball stadium. Easy walk to all restaurants as well as Lucas Field . Hotel has great rooms and views and service is top notch."
"237","rn380993108","Stayed in room 1802 - a corner room - and it was beautiful. We were here for the Girl Scout Girls of Distinction Honoree Ceremony and they had another very large convention going on. The staff was wonderful and our stay was no drama just fun. We ate in the restaurant and the food was very good. We ordered room..."
"238","rn380833413","I traveled to Indianapolis for a conference. The hotel is nice, clean and modern. Rooms were a nice size and staff was friendly, Attached to the convention center by a bridge which made getting to and from sessions very convenient. Also close to a mall and several dining options. The daily parking was $40/day which I thought was too expensive..."
"239","rn380237783","Was expecting more. On arrival went to parking garage and drove around for 20 minutes looking for a spot. Finally got out of the car and went to front desk where I was told to go to valet parking and they would take the additional charge off of the bill.
Paid for early admission tickets to the Vintage Indiana Wine..."
"240","rn378469859","Very nice hotel. Good open area and bar/restaurant on the ground floor. Rooms had a great view and were in excellent condition. I stayed here over the Memorial Day weekend for the Indy 500 race. Price for the room was very, very high .... and still did not include free wifi which caused me to downgrade the hotel a bit...."
"241","rn378016529","Pretty underwhelmed. Was expecting more from this top-drawer chain. Long lines for check in, EXORBITANT parking fees, mediocre buffet breakfast. Extremely long car valet waiting times. Decent staff and nice rooms, but I will stay someplace else next time in town."
"242","rn377150033","Most excellent. The room was perfect. The view was very good. The service and assistance from the front desk to the management went out of their way to help and assist. When visiting the downtown area, I will stay here every time. The parking was a little expensive, but that's understandable given the location. There are restaurants in the hotel..."
"243","rn376596085","Spent a few nights in Indy for business. This hotel is nice. Service from the staff was great! It's centrally located so you can walk almost everywhere. Request a higher floor and enjoy the view. Their gym is GREAT. Its big and there is a lot of equipment! Breakfast buffet in the Italian restaurant was very good. I would recommend..."
"244","rn376506195","The feature that I liked the most was the warm pool and big hot tub whirlpool. The excitement of the annual 500 IndyCar series race at Indianapolis Motor Speedway is contagious. I arrived at the JW hotel drenched because I had to walk in the rain. (The streets were blocked off for runners but I did not see any runners,..."
"245","rn376286931","I recently traveled to Indianapolis for a weekend business trip with my son. The staff was very friendly and helpful, from the valet to the check in staff. The beds were comfortable enough that we overslept our meeting. Very convenient to downtown, stadium, ballpark, and museum. Paid internet access is a negative, but would definitely stay again."
"246","rn375929491","I had a great stay at this property. The rooms were modern, clean and cozy. The food at the bar was terrific. The lobby was beautiful and energetic. The service overall was amazing. Parking was convenient and it was a short walk to the mall which you can access by walking through the convention center."
"247","rn375918523","We found the JW to be exactly what the Doctor ordered. We were in Indy for a medical procedure for my wife at IU Health. The hotel is not only near the hospital, but also very close to everything downtown. The staff was incredibly accommodating and went out of their way to make sure we were comfortable and had everything..."
"248","rn375790764","Nice hotel in a nice location with nice people overlooking a nice city on one side and a nice river and park on the other side. The room and its amenities were nice. The meeting room was nice. The food and bev were nice.
Bottom line - all nice."
"249","rn375674603","Typically Marriott, just what you would expect from the chain hotel - pretty much everything you need for an enjoyable stay. Easy to get to from the airport (approx 25 mins), easy to check-in unless you arrive just as a big group of delegates. This hotel is big. The day I left, 750 rooms were checking out and a similar..."
"250","rn375588768","Upon arrival at a hotel, which is spectacular by the way, the bellman/valet asked about my parking situation, which I told him I would like to unload and then return the car. The bellman wanted me to take the car in the garage, and when asked if there would be bell service there he replied there would not. Finally, he..."
"251","rn375382036","Very comfortable hotel with well thought out rooms and a great location. Most notable was the staff. Everywhere you went there were people asking if you were having a nice visit and what they could do for you...and they meant it. Really, we travel a lot, and I can't remember the last time so many hotel workers wanted to make..."
"252","rn375299480","After a three night stay at the JWM, I must say that this is a very nice place to visit in Indy. I checked in on a Sunday afternoon and was greeted by at least 3-4 people between getting out my Uber ride to my hotel room door. I actually have no status with Marriott -- at least until the..."
"253","rn375243602","Just recently stayed while in town for business, very clean and super friendly staff, seemed everywhere you turned there was someone to help. The only down side was the floor that I stayed on only had one set of elevators to access my floor. Overall great place to stay!"
"254","rn375094404","Visited for a conference. This hotel is modern, clean, and in the heart of the action. Staff goes out of their way to be helpful. Big property - conf rooms can be far away from hotel rooms. The food is exceptional.
Also, the concierge room on 31st floor is big - w view of city and a great variety of..."
"255","rn374830761","Stayed at the JW for a conference for 4 days. Hotel was very convenient to the Conference Center via skyways. Hotel had two great restaurants and staff was very accommodating for every little need. Rooms facing White River Park had great views and the park made for wonderful afternoon walks. Several museums were right across the street and were very..."
"256","rn374824080","This hotel is conveniently located walking distance from the downtown Indianapolis. The hotel has a swimming pool, spa and a concierge lounge. There are some nice restaurants on premises as well. The hotel is adjacent to the Convention Center as well. There problems that I had were with their room keys. You need to use those in the elevators as..."
"257","rn374591303","I stayed at the JW Marriott for a business convention. The service was great and the rooms spacious. I felt very safe in the hotel. I also used the fitness room. Which was spotless and had fresh fruit after your workout. I would absolutely go back for pleasure."
"258","rn374494953","My parents recently made a trip to Indianapolis for healthcare reasons. My father has end stage renal disease and needed to visit St Vincent’s to consult for a possible kidney transplant. Even though the news we received about the transplant was not good, the stay my parents experienced was amazing. Kelly Adams is an absolute gem in an industry that..."
"259","rn373922121","Hotel and Staff were excellent to my needs had 1 hiccup at the beginning my room was near elevator and noise kept me awake but I let them know in the morning and they switched me right way. Besides that a spa in the hotel would be the only thing I would add. I would recommend staying here to anyone"
"260","rn373910121","The JW Marriott in downtown Indianapolis is one of the best places to stay whether you are in town for business or pleasure. The rooms are not huge, but well appointed and comfortable. Whether you get a room with a downtown view or overlooking WhiteRiver State Park, you will have something to see. Within walking distance to several great restaurants..."
"261","rn373906961","I stayed at the JW Marriott for the ISM 2016 annual conference. I was at the hotel 3 days and 2 nights. I highly recommend this hotel.
The good:
1) Room was very clean.
2) Room was super quiet. I was overlooking the baseball stadium, and the room was still very quiet.
3) Gym: it's much larger and nicer than..."
"262","rn373818411","Stayed here for one night before the Indy Mini marathon. The rooms were clean, spacious and had a great view. The bar in the lobby had a great selection of beers and whiskeys and very comfortable seating. All of the service was extremely friendly and attentive. This is my new favorite hotel in Indianapolis."
"263","rn373722602","This is the first JW I've stayed at, I was expecting more but was underwhelmed with this experience mostly because of service. It seems like everyone these days is suffering from a lack of experienced staff or staff that just seem to be focused on themselves rather than their job. This was simply a stopover on a long trip my..."
"264","rn373535069","Our company had 16 people stay at this facility during an OEM sponsored event. Perfect example of customer service from the moment we pulled up to the doors. We were met by employees and escorted to the front desk. The hotel hosted this large event and never missed a beat. Breakfast, lunch and dinner were perfect. The rooms were comfortable..."
"265","rn373494858","Stayed here the night before the mini marathon! Excellent location, we also visited the indians game right across the street! Starting line for the mini was right on our corner. The check in process was great! i used the Marriott app on my phone set time of arrival and room was waiting and the check in took less than 5..."
"266","rn373482845","This was the first time I traveled to Indianapolis and I was so impressed with the JW Marriott. The staff was excellent and very welcoming.After eating at the hotel for dinner,I walked around downtown Indianapolis, a great walking city. The bed was extremely comfortable and I was able to have a great night sleep. I will definitely stay here again."
"267","rn373472475","By far the best hotel in the Indianapolis area. Very clean, updated, and comfortable. The staff is great and make each stay perfect! When traveling for business, this is the best hotel! Exec. Lounge is amazing!"
"268","rn373469011","My husband and I stayed last weekend to attend IU graduation. Prior to our stay, we received a letter notifying us that the mini-marathon was being held the weekend of our stay and that streets surrounding the hotel would be closed Saturday morning. My husband immediately contacted the concierge and was assured that we would be able to leave the..."
"269","rn372970678","Stayed here for a conference. It's location is excellent - walking distance to great restaurants, White River park, which is literally across the street, the NCAA hall of champions, the Eiteljorg museum, the Banker's Life Fieldhouse where the Pacers play, and the canal walk through the university. It's also connected via a skywalk to the nearest mall. The staff were..."
"270","rn372938439","Set up an overnight stay to get away from the night with my wife to celebrate our anniversary. When I set up the reservation I had forgotten that the Mini Marathon was running the next morning. We pulled up to a very crowded and hectic hotel property, and yet upon arrival you would have thought we were the only ones..."
"271","rn372677061","The hotel is located just east of the river and on the west side of downtown. Its convenient to multiple things, and within walking distance is you don't mind a little bit of a walk. It wasn't winter and the long walks were nice to us. You get want you pay for in a hotel quite often and this hotel,..."
"272","rn372320609","This is the best hotel for enjoying downtown Indianapolis.The staff is friendly, courteous and from the moment you step through the doors, you know you'll be treated well. The beds are very comfortable and the rooms are quiet. Everything from the lobby to the pool, restaurant and guest rooms are beautifully done, very clean and well worth the price. I'd..."
"273","rn372192450","As a business traveler, I was expecting a bunch more out of JW Marriott. The walls were paper thin and the worst night's sleep ever on too soft pillows. Plus, after the high price to stay there, parking was $40. From now on, I will stay at the lower cost, better resting, better priced parking Embassy Suites."
"274","rn371835488","This is our second year staying here for the Indy mini marathon. It was just as good this year as last year. The lobby had upbeat music playing along with extra staff to help people get checked in and into their rooms. The rooms were very clean with plenty of coffee and towels."
"275","rn371512309","Service from beginning to end was Excellent accommodating pleasant Room was very clean and well done . Beautiful Lobby area with various sitting areas Bar Restaurant Valet Service Perfectly located to Museums City Convention Ball Games
Cannot say enough and will stay their every time we come to Indy......."
"276","rn371155861","Stayed here recently for 2 nights to visit some family members. The service was great from the start at check-in. The rooms and bathroom were a nice size. The slide in desk was great for those with laptops. Wifi was very easy to connect to. Rooms were spacious enough for 2 adults and luggage. The lobby/bar areas were great spots..."
"277","rn371041916","We stayed on a Friday night before a busy weekend in the area. The underground parking for this property is somewhat unique in that it is shared by 3 hotels and a restaurant. We didn't want to use the valet on this trip for various reasons but finding a spot that wasn't reserved for valet or marked by flags was..."
"278","rn370972433","This was our 7th mini but first stay at this hotel. Outstanding is the only word to describe our experience. From check in to check out it was well organized by friendly and helpful staff. Our room looked out onto the start line, was clean, quiet and comfortable."
"279","rn370308441","We stayed here for a Colts game, the staff was friendly and polite. The hotel was modern and nicely decorated for the holidays. The service was fantastic. The room was roomy, clean and my window overlooked the stadium. The view was excellent. The lobby is really spacious and great for just hanging out. I really enjoyed my stay!"
"280","rn370148068","This is a beautiful hotel loaded with modern amenities and fantastic service from staff all around. The moment I checked in staff was friendly, attentive and extremely helpful. Requested assistance from IT department to set up my Apple TV and within five minutes Justin was at my door and set up my device no questions asked free of charge. Ask..."
